date,open,high,low,close,volume
2016-04-12,104.1,105.1,103.78,104.92,2358024
2016-04-13,105.5,106.17,105.43,106.15,2864527
2016-04-14,106.24,106.39,105.9,106.11,1666900
2016-04-15,106.12,106.19,105.87,106.06,1622619
2016-04-18,105.74,106.79,105.61,106.77,1767100
2016-04-19,107.02,107.31,106.61,107.07,2103937
2016-04-20,107.21,107.64,106.83,107.18,1958935
2016-04-21,107.26,107.33,106.48,106.65,1675200
2016-04-22,106.51,106.93,106.24,106.8,1893763
2016-04-25,106.5,106.59,106.06,106.54,2088345
2016-04-26,106.78,107.05,106.44,106.83,1747500
2016-04-27,106.66,107.33,106.42,107.09,2268144
2016-04-28,106.63,107.3,105.87,106.13,4834211
2016-04-29,105.8,105.96,104.81,105.51,3068000
2016-05-02,105.8,106.4,105.47,106.33,2546500
2016-05-03,105.62,105.68,104.82,105.26,5172643
2016-05-04,104.76,105.17,104.37,104.64,2579103
2016-05-05,104.95,105.17,104.37,104.6,1616700
2016-05-06,104.14,104.99,104.0,104.98,1759600
2016-05-09,104.87,105.34,104.77,105.09,1747328
2016-05-10,105.5,106.4,105.41,106.34,2400917
2016-05-11,106.09,106.29,105.34,105.37,1531611
2016-05-12,105.82,105.88,104.72,105.33,2470000
2016-05-13,105.08,105.48,104.22,104.42,3754800
2016-05-16,104.58,105.75,104.41,105.46,2069600
2016-05-17,105.26,105.46,104.16,104.51,2792411
2016-05-18,104.26,105.2,103.82,104.5,2798634
2016-05-19,104.08,104.36,103.37,104.09,2616815
2016-05-20,104.54,105.14,104.45,104.89,2005700
2016-05-23,104.92,105.12,104.66,104.76,1662457
2016-05-24,105.22,106.37,105.22,106.16,2409277
2016-05-25,106.51,107.14,106.51,106.93,3267056
2016-05-26,107.02,107.14,106.73,106.91,1803643
2016-05-27,106.97,107.39,106.95,107.39,1691428
2016-05-31,107.57,107.69,106.96,107.34,2570879
2016-06-01,107.0,107.7,106.8,107.63,2679647
2016-06-02,107.4,107.99,107.11,107.99,2112798
2016-06-03,107.78,107.87,106.94,107.69,2502500
2016-06-06,107.84,108.46,107.8,108.25,1782300
2016-06-07,108.39,108.81,108.32,108.46,1271500
2016-06-08,108.61,108.93,108.5,108.84,1286767
2016-06-09,108.45,108.73,108.22,108.62,1743501
2016-06-10,107.78,107.92,107.16,107.5,1666944
2016-06-13,107.15,107.68,106.59,106.61,2378771
2016-06-14,105.9,106.33,105.36,105.95,2170479
2016-06-15,106.19,106.6,105.74,105.84,1841566
2016-06-16,105.3,106.18,104.7,106.15,1884503
2016-06-17,106.12,106.12,105.39,105.8,1713104
2016-06-20,106.93,107.39,106.46,106.52,2403222
2016-06-21,106.8,106.99,106.39,106.75,2248555
2016-06-22,106.8,107.28,106.44,106.51,2002747
2016-06-23,107.42,108.0,107.14,107.98,1622336
2016-06-24,104.12,105.94,103.86,104.04,7370404
2016-06-27,103.22,103.23,101.51,101.98,5218039
2016-06-28,103.08,103.86,102.83,103.85,7569512
2016-06-29,104.68,105.83,104.65,105.71,2635744
2016-06-30,106.01,107.2,105.62,107.16,5552335
2016-07-01,107.1,107.75,107.07,107.37,2938114
2016-07-05,106.94,107.0,106.14,106.57,3019900
2016-07-06,106.2,107.26,105.88,107.22,1767721
2016-07-07,107.37,107.77,106.75,107.17,1669822
2016-07-08,107.91,108.99,107.86,108.84,2362227
2016-07-11,109.19,109.62,109.0,109.29,3868300
2016-07-12,109.88,110.4,109.68,110.2,3222836
2016-07-13,110.43,110.5,109.81,110.14,1485745
2016-07-14,110.72,110.99,110.46,110.67,1561100
2016-07-15,110.89,110.97,110.29,110.55,1385500
2016-07-18,110.65,110.93,110.44,110.86,1360000
2016-07-19,110.62,110.75,110.4,110.64,3154201
2016-07-20,110.68,111.33,110.66,111.23,1135936
2016-07-21,111.18,111.29,110.52,110.79,3393453
2016-07-22,110.9,111.36,110.71,111.32,3546728
2016-07-25,111.24,111.27,110.69,111.03,1394356
2016-07-26,111.06,111.34,110.63,111.15,1432674
2016-07-27,111.41,111.42,110.56,111.02,1977540
2016-07-28,110.89,111.38,110.66,111.16,1945813
2016-07-29,111.09,111.62,110.82,111.42,1638362
2016-08-01,111.4,111.67,111.0,111.27,2093446
2016-08-02,111.19,111.23,109.95,110.43,2473900
2016-08-03,110.39,110.86,110.21,110.84,1353615
2016-08-04,110.85,111.18,110.69,110.97,1113600
2016-08-05,111.42,111.92,111.32,111.89,1379619
2016-08-08,111.99,112.12,111.69,111.82,1238800
2016-08-09,111.94,112.18,111.75,111.92,1032620
2016-08-10,111.94,112.05,111.42,111.59,1259100
2016-08-11,111.98,112.26,111.73,112.15,1378235
2016-08-12,111.97,112.17,111.76,112.04,1542922
2016-08-15,112.29,112.64,112.07,112.45,1442990
2016-08-16,112.23,112.24,111.81,111.81,1229024
2016-08-17,111.84,112.03,111.27,111.95,2791730
2016-08-18,111.92,112.3,111.71,112.3,972100
2016-08-19,112.0,112.23,111.73,112.14,1000647
2016-08-22,112.04,112.25,111.77,112.17,1102386
2016-08-23,112.48,112.78,112.44,112.47,3252632
2016-08-24,112.43,112.46,111.59,111.84,2267800
2016-08-25,111.7,112.07,111.55,111.77,1205200
2016-08-26,111.87,112.55,111.05,111.54,1851100
2016-08-29,111.72,112.33,111.7,112.15,1071200
2016-08-30,112.16,112.3,111.66,111.97,1534640
2016-08-31,111.88,111.9,111.2,111.65,1393758
2016-09-01,111.77,111.89,110.97,111.71,1670927
2016-09-02,112.19,112.51,111.92,112.28,1563214
2016-09-06,112.46,112.62,112.02,112.6,4111700
2016-09-07,112.54,112.75,112.29,112.75,1590000
2016-09-08,112.57,112.67,112.26,112.46,1152485
2016-09-09,111.72,111.73,109.65,109.66,3337400
2016-09-12,109.19,111.4,109.05,111.19,3043671
2016-09-13,109.95,110.01,108.57,108.92,5122124
2016-09-14,109.05,109.71,108.61,108.93,2041603
2016-09-15,108.86,110.25,108.74,110.05,2960402
2016-09-16,109.75,109.77,109.22,109.61,2779419
2016-09-19,110.19,110.5,109.52,109.77,3430200
2016-09-20,110.29,110.33,109.69,109.72,1603490
2016-09-21,110.11,111.08,109.71,110.98,1971800
2016-09-22,111.63,111.92,111.53,111.79,1525436
2016-09-23,111.59,111.68,111.11,111.15,1532059
2016-09-26,110.64,110.87,110.21,110.27,2136802
2016-09-27,110.23,110.95,109.99,110.9,1292748
2016-09-28,111.06,111.6,110.46,111.55,1439934
2016-09-29,111.48,111.62,110.17,110.46,2037346
2016-09-30,110.97,111.71,110.75,111.33,1722614
2016-10-03,111.09,111.23,110.63,110.99,2207600
2016-10-04,111.12,111.22,110.1,110.49,2701120
2016-10-05,110.78,111.22,110.59,110.92,2119016
2016-10-06,110.75,111.09,110.39,110.96,1067725
2016-10-07,111.15,111.23,110.06,110.54,1770625
2016-10-10,111.1,111.44,111.0,111.14,1135000
2016-10-11,110.94,110.95,109.24,109.66,1996992
2016-10-12,109.78,110.13,109.46,109.79,1849474
2016-10-13,109.01,109.72,108.48,109.4,1986200
2016-10-14,110.0,110.32,109.36,109.37,2673997
2016-10-17,109.38,109.54,108.94,109.06,2507712
2016-10-18,109.92,110.03,109.5,109.7,1635215
2016-10-19,109.94,110.25,109.62,110.05,1408238
2016-10-20,109.9,110.17,109.42,109.84,2017000
2016-10-21,109.41,109.9,109.2,109.8,1234425
2016-10-24,110.39,110.6,110.13,110.35,2004855
2016-10-25,110.25,110.33,109.79,109.88,2079100
2016-10-26,109.47,109.97,109.26,109.55,1827448
2016-10-27,110.0,110.0,109.08,109.18,1598109
2016-10-28,109.11,109.56,108.47,108.82,2868100
2016-10-31,109.05,109.21,108.81,108.89,1913647
2016-11-01,109.1,109.19,107.39,108.08,3169800
2016-11-02,107.87,108.08,107.11,107.33,2957400
2016-11-03,107.42,107.63,106.71,106.86,2096498
2016-11-04,106.89,107.51,106.69,106.79,2805438
2016-11-07,108.41,109.17,108.21,109.15,2527700
2016-11-08,109.01,109.99,108.73,109.62,2074200
2016-11-09,108.77,111.33,108.5,111.0,6482023
2016-11-10,111.59,112.13,110.48,111.37,5083515
2016-11-11,111.0,111.51,110.69,111.41,4005200
2016-11-14,111.78,112.05,111.29,111.7,5234135
2016-11-15,112.04,112.6,111.76,112.57,6037248
2016-11-16,112.37,112.53,112.14,112.41,7113900
2016-11-17,112.53,113.04,112.35,112.98,1874960
2016-11-18,113.05,113.12,112.67,112.77,2298224
2016-11-21,113.12,113.63,112.87,113.62,2493900
2016-11-22,113.88,114.04,113.44,113.95,2673635
2016-11-23,113.72,114.12,113.49,114.11,1818707
2016-11-25,114.35,114.55,114.21,114.55,889818
2016-11-28,114.32,114.41,113.8,113.89,1849844
2016-11-29,113.9,114.35,113.68,114.05,1544243
2016-11-30,114.47,114.55,113.78,113.78,4406342
2016-12-01,114.03,114.03,113.07,113.31,2601218
2016-12-02,113.34,113.67,113.15,113.31,1755900
2016-12-05,113.9,114.37,113.77,114.1,3843070
2016-12-06,114.34,114.71,114.02,114.68,2357100
2016-12-07,114.63,116.19,114.51,116.1,4000000
2016-12-08,116.18,116.85,115.97,116.52,2679840
2016-12-09,116.77,117.15,116.62,117.15,2310201
2016-12-12,117.12,117.35,116.59,116.85,4224688
2016-12-13,117.3,117.79,117.13,117.53,4394138
2016-12-14,117.48,117.73,116.23,116.47,3885400
2016-12-15,116.56,117.53,116.5,116.95,3343100
2016-12-16,117.27,117.38,116.59,116.77,1991626
2016-12-19,116.96,117.32,116.8,117.1,2405748
2016-12-20,116.88,116.93,116.6,116.87,2942518
2016-12-21,116.87,116.92,116.54,116.54,2248950
2016-12-22,116.42,116.51,115.98,116.24,3105800
2016-12-23,116.23,116.42,116.13,116.42,2325820
2016-12-27,116.57,116.99,116.5,116.71,3386903
2016-12-28,116.88,116.93,115.66,115.74,2591078
2016-12-29,115.74,116.03,115.47,115.75,1622737
2016-12-30,116.0,116.0,114.96,115.32,2910108
2017-01-03,116.15,116.55,115.49,116.2,2731646
2017-01-04,116.47,117.19,116.42,117.09,3228738
2017-01-05,116.95,117.09,116.4,116.86,2604038
2017-01-06,117.02,117.52,116.64,117.23,2317806
2017-01-09,117.1,117.14,116.74,116.78,2461680
2017-01-10,116.76,117.36,116.62,116.87,2055428
2017-01-11,116.91,117.24,116.49,117.24,2751838
2017-01-12,117.04,117.04,116.01,116.93,2342402
2017-01-13,116.99,117.4,116.98,117.22,2031800
2017-01-17,116.86,117.06,116.47,116.7,2583709
2017-01-18,116.8,117.0,116.48,116.97,1901752
2017-01-19,117.03,117.14,116.24,116.51,1899300
2017-01-20,116.84,117.23,116.59,116.91,2636114
2017-01-23,116.75,116.97,116.17,116.6,1938950
2017-01-24,116.82,117.74,116.74,117.51,2165876
2017-01-25,118.02,118.56,117.94,118.52,2427847
2017-01-26,118.56,118.62,118.23,118.35,2178512
2017-01-27,118.45,118.48,118.02,118.16,1479541
2017-01-30,117.73,117.8,116.68,117.36,3006131
2017-01-31,117.0,117.46,116.73,117.46,3309743
2017-02-01,117.86,118.04,117.07,117.45,2614514
2017-02-02,117.21,117.72,117.02,117.53,1745302
2017-02-03,117.99,118.52,117.92,118.42,1837627
2017-02-06,118.26,118.41,117.94,118.14,1598846
2017-02-07,118.43,118.53,117.96,118.13,3366070
2017-02-08,117.92,118.32,117.69,118.26,1836000
2017-02-09,118.42,119.21,118.38,119.04,1635319
2017-02-10,119.29,119.7,119.21,119.54,1837821
2017-02-13,119.92,120.33,119.87,120.14,1985570
2017-02-14,120.1,120.63,119.85,120.58,2051200
2017-02-15,120.57,121.35,120.45,121.24,1998213
2017-02-16,121.25,121.37,120.64,121.13,2034805
2017-02-17,120.66,121.31,120.66,121.31,1948471
2017-02-21,121.55,122.13,121.39,122.03,2423039
2017-02-22,121.82,122.03,121.68,121.87,1974000
2017-02-23,122.21,122.23,121.32,121.78,2024945
2017-02-24,121.38,121.99,121.24,121.98,2962944
2017-02-27,121.92,122.36,121.74,122.25,2625148
2017-02-28,122.18,122.18,121.61,121.8,2231827
2017-03-01,122.81,123.73,122.65,123.44,2874677
2017-03-02,123.42,123.42,122.61,122.65,2421598
2017-03-03,122.63,122.8,122.33,122.75,1651644
2017-03-06,122.48,122.48,121.9,122.27,1716343
2017-03-07,122.21,122.29,121.75,121.88,1612658
2017-03-08,121.99,122.18,121.47,121.54,2374579
2017-03-09,121.6,121.89,121.02,121.6,3852842
2017-03-10,122.19,122.25,121.46,122.04,2987473
2017-03-13,122.06,122.16,121.86,122.13,2003900
2017-03-14,121.87,121.87,121.24,121.69,2269587
2017-03-15,121.98,123.04,121.89,122.79,1892226
2017-03-16,122.96,123.0,122.43,122.64,2050110
2017-03-17,122.84,122.88,122.45,122.57,1974000
2017-03-20,122.51,122.62,122.07,122.27,3239900
2017-03-21,122.69,122.72,120.44,120.57,3355145
2017-03-22,120.48,120.91,120.1,120.73,2896603
2017-03-23,120.66,121.39,120.47,120.69,2257114
2017-03-24,120.42,120.74,119.66,120.16,2305692
2017-03-27,119.18,120.19,118.89,120.02,2927702
2017-03-28,119.96,121.14,119.78,120.86,2699241
2017-03-29,120.88,121.23,120.58,121.08,3196500
2017-03-30,121.14,121.62,120.99,121.53,2076900
2017-03-31,121.42,121.72,121.26,121.32,1815900
2017-04-03,121.45,121.5,120.33,121.02,3103100
2017-04-04,120.89,121.11,120.64,121.08,2462645
2017-04-05,121.49,122.02,120.44,120.59,3905800
2017-04-06,120.69,121.26,120.38,120.97,2056100
2017-04-07,120.84,121.29,120.59,120.88,1997440
2017-04-10,121.04,121.51,120.7,121.03,1669500
2017-04-11,120.87,121.0,120.06,120.99,2895500
2017-04-12,120.88,120.99,120.23,120.37,1967393
2017-04-13,120.15,120.56,119.55,119.55,2852219
2017-04-17,119.88,120.61,119.68,120.59,3198909
2017-04-18,120.2,120.57,119.85,120.33,1865800
2017-04-19,120.72,120.92,120.08,120.23,1807017
2017-04-20,120.59,121.43,120.37,121.22,1783429
2017-04-21,121.21,121.21,120.61,120.83,2006549
2017-04-24,122.17,122.28,121.88,122.11,2178800
2017-04-25,122.56,123.09,122.52,122.87,2145200
2017-04-26,122.9,123.45,122.85,122.9,3080100
2017-04-27,123.12,123.21,122.69,123.02,1868200
2017-04-28,123.16,123.21,122.55,122.61,1795827
2017-05-01,122.93,123.19,122.62,122.93,1983507
2017-05-02,123.09,123.25,122.7,122.93,1756917
2017-05-03,122.59,122.78,122.28,122.63,3691000
2017-05-04,122.83,122.83,122.16,122.72,1564459
2017-05-05,122.95,123.33,122.68,123.33,2057700
2017-05-08,123.36,123.45,122.9,123.14,2150900
2017-05-09,123.36,123.43,122.85,123.1,1846216
2017-05-10,123.09,123.38,122.93,123.37,1468633
2017-05-11,123.02,123.13,122.33,123.01,1500018
2017-05-12,122.91,122.91,122.6,122.77,1235304
2017-05-15,123.07,123.59,123.04,123.43,3097149
2017-05-16,123.63,123.65,123.07,123.36,2128403
2017-05-17,122.31,122.56,121.07,121.14,3703517
2017-05-18,120.94,122.02,120.85,121.5,2883455
2017-05-19,121.91,122.77,121.82,122.37,2144200
2017-05-22,122.67,123.1,122.64,123.02,1810100
2017-05-23,123.25,123.39,122.95,123.23,1796602
2017-05-24,123.44,123.66,123.23,123.59,1553843
2017-05-25,123.9,124.27,123.79,124.11,1492300
2017-05-26,124.0,124.15,123.93,124.09,1320846
2017-05-30,123.87,124.06,123.71,123.89,1348311
2017-05-31,124.01,124.09,123.31,123.85,2043851
2017-06-01,124.17,125.0,123.96,125.0,1926700
2017-06-02,125.09,125.58,124.87,125.41,2839385
2017-06-05,125.42,125.5,125.22,125.25,1494246
2017-06-06,124.96,125.29,124.78,124.93,2985200
2017-06-07,125.12,125.24,124.68,125.07,1253346
2017-06-08,125.12,125.53,124.88,125.29,1827022
2017-06-09,125.48,126.02,124.45,125.19,2585600
2017-06-12,125.06,125.2,124.63,125.17,1973626
2017-06-13,125.52,125.84,125.32,125.79,1567671
2017-06-14,126.0,126.02,125.1,125.61,2584300
2017-06-15,124.77,125.35,124.63,125.33,2483525
2017-06-16,125.42,125.53,124.74,125.25,2018198
2017-06-19,125.67,126.35,125.67,126.27,1816545
2017-06-20,126.16,126.17,125.4,125.41,1359500
2017-06-21,125.11,125.2,124.51,124.69,3364600
2017-06-22,124.78,125.08,124.59,124.74,1639327
2017-06-23,124.81,125.19,124.58,125.05,1829300
2017-06-26,125.45,125.69,124.95,125.14,2605865
2017-06-27,125.09,125.23,124.1,124.11,2386300
2017-06-28,124.77,125.41,124.59,125.28,2444525
2017-06-29,125.46,125.48,123.48,124.28,2354612
2017-06-30,124.76,124.9,124.3,124.45,1910033
2017-07-03,124.99,125.3,124.75,124.75,1645734
2017-07-05,124.98,125.02,124.39,124.89,2167500
2017-07-06,124.44,124.55,123.56,123.66,1981844
2017-07-07,123.96,124.62,123.9,124.52,1710113
2017-07-10,124.5,124.83,124.36,124.61,1404761
2017-07-11,124.53,124.73,123.83,124.58,1560200
2017-07-12,125.2,125.63,125.1,125.47,1993253
2017-07-13,125.56,125.76,125.31,125.67,1514100
2017-07-14,125.77,126.5,125.65,126.23,1410947
2017-07-17,126.28,126.45,126.12,126.23,1798467
2017-07-18,126.11,126.33,125.78,126.31,2010037
2017-07-19,126.51,127.05,126.51,127.04,1276400
2017-07-20,127.28,127.28,126.8,127.12,1463843
2017-07-21,126.81,126.99,126.64,126.95,1819509
2017-07-24,126.91,127.06,126.69,126.96,4897700
2017-07-25,127.51,127.57,127.2,127.38,1709400
2017-07-26,127.55,127.6,127.17,127.29,1624423
2017-07-27,127.58,127.58,126.31,127.07,1708123
2017-07-28,126.78,126.96,126.54,126.86,1651800
2017-07-31,127.11,127.18,126.62,126.79,1496716
2017-08-01,127.18,127.21,126.8,127.05,1790600
2017-08-02,127.14,127.14,126.37,126.93,2929534
2017-08-03,126.9,126.91,126.52,126.64,2582505
2017-08-04,127.0,127.07,126.7,126.91,972400
2017-08-07,127.06,127.18,126.88,127.16,1114756
2017-08-08,127.05,127.72,126.61,126.81,1360306
2017-08-09,126.35,126.69,126.17,126.67,1679930
2017-08-10,126.14,126.21,124.8,124.81,2455308
2017-08-11,124.94,125.33,124.8,125.04,2039164
2017-08-14,125.8,126.43,125.61,126.32,1467446
2017-08-15,126.61,126.63,126.08,126.2,1523041
2017-08-16,126.5,126.8,126.23,126.43,1379829
2017-08-17,126.09,126.29,124.42,124.42,3440515
2017-08-18,124.48,124.94,123.95,124.21,2836500
2017-08-21,124.22,124.48,123.79,124.39,1627396
2017-08-22,124.73,125.75,124.56,125.64,2090008
2017-08-23,125.07,125.51,125.02,125.26,1268854
2017-08-24,125.5,125.63,124.94,125.06,1381941
2017-08-25,125.42,125.85,125.24,125.36,1158233
2017-08-28,125.66,125.66,125.11,125.41,1788224
2017-08-29,124.59,125.62,124.52,125.46,1312403
2017-08-30,125.46,126.28,125.38,126.12,1730700
2017-08-31,126.46,127.14,126.46,126.98,3384425
2017-09-01,127.23,127.46,127.12,127.27,2122830
2017-09-05,126.92,127.1,125.69,126.29,2319000
2017-09-06,126.69,126.86,126.32,126.64,1449904
2017-09-07,126.96,126.96,126.32,126.58,1218674
2017-09-08,126.35,126.74,126.27,126.49,1206255
2017-09-11,127.15,127.91,127.15,127.85,1346941
2017-09-12,128.04,128.34,128.0,128.34,2264212
2017-09-13,128.23,128.41,128.12,128.4,1692523
2017-09-14,128.23,128.48,128.07,128.36,1493235
2017-09-15,128.31,128.62,128.2,128.6,1531454
2017-09-18,128.85,129.1,128.69,128.91,1792347
2017-09-19,129.06,129.1,128.85,128.97,1241700
2017-09-20,129.1,129.21,128.6,129.18,1729440
2017-09-21,129.12,129.13,128.72,128.82,1730813
2017-09-22,128.14,128.44,127.99,128.37,1601623
2017-09-25,128.24,128.43,127.69,128.16,2186000
2017-09-26,128.35,128.51,128.11,128.19,1851553
2017-09-27,128.84,129.1,128.17,128.89,2374427
2017-09-28,128.82,129.13,128.66,129.1,1484847
2017-09-29,129.02,129.56,129.01,129.52,1720608
2017-10-02,129.64,130.2,129.55,130.2,2678088
2017-10-03,130.31,130.5,130.13,130.46,1825142
2017-10-04,130.45,130.78,130.3,130.59,1495730
2017-10-05,130.73,131.34,130.72,131.28,2387491
2017-10-06,131.06,131.23,130.91,131.19,1635094
2017-10-09,131.3,131.36,130.76,130.93,1012116
2017-10-10,131.25,131.48,130.94,131.24,2915401
2017-10-11,131.24,131.43,131.1,131.42,2012700
2017-10-12,131.16,131.45,131.12,131.26,2171233
2017-10-13,131.55,131.59,131.28,131.36,1544046
2017-10-16,131.5,131.65,131.27,131.45,1789809
2017-10-17,131.5,131.57,131.34,131.51,1340788
2017-10-18,131.8,131.83,131.57,131.68,1471106
2017-10-19,131.25,131.71,130.94,131.71,1942639
2017-10-20,132.07,132.45,132.07,132.42,1751127
2017-10-23,132.63,132.68,131.79,131.86,1755907
2017-10-24,132.16,132.23,131.89,132.09,1574473
2017-10-25,131.91,131.95,130.69,131.4,2186507
2017-10-26,131.72,132.01,131.49,131.57,5396704
2017-10-27,131.94,132.67,131.76,132.64,2672839
2017-10-30,132.42,132.54,131.9,132.06,1689237
2017-10-31,132.27,132.5,132.12,132.33,2378463
2017-11-01,132.83,133.03,132.17,132.44,2275546
2017-11-02,132.34,132.53,131.82,132.47,5097200
2017-11-03,132.54,132.89,132.28,132.82,2677437
2017-11-06,132.77,133.17,132.75,133.07,2017896
2017-11-07,133.16,133.33,132.53,132.84,2527684
2017-11-08,132.73,133.12,132.55,133.06,1267700
